Plant_ID,Scientific_Name,Common_Names,Genus,Family,Plant_Type,Native_Region
667,Eucalyptus × chrysantha,N/A,Eucalyptus,Myrtaceae,Tree,N/A
668,Eucalyptus cinerea,N/A,Eucalyptus,Myrtaceae,Tree,N/A
669,Eucalyptus cladocalyx,"sugar gum
Eucalyptus cladocalyx subsp. crassaD.Nicholle
Eucalyptus cladocalyx subsp. petilaD.Nicholle",Eucalyptus,Myrtaceae,Tree,"sugar gum
Eucalyptus cladocalyx subsp. crassaD.Nicholle
Eucalyptus cladocalyx subsp. petilaD.Nicholle"
670,Eucalyptus clelandiorum,Cleland's blackbutt,Eucalyptus,Myrtaceae,Tree,Cleland's blackbutt
671,Eucalyptus clivicola,green mallet,Eucalyptus,Myrtaceae,Tree,green mallet
672,Eucalyptus cloeziana,N/A,Eucalyptus,Myrtaceae,Tree,N/A
673,Eucalyptus cneorifolia,Kangaroo Island narrow-leaf mallee,Eucalyptus,Myrtaceae,Tree,Kangaroo Island narrow-leaf mallee
674,Eucalyptus coccifera,Tasmanian snow gum,Eucalyptus,Myrtaceae,Tree,Tasmanian snow gum
675,Eucalyptus codonocarpa,"bell-fruited mallee ash, New England mallee ash",Eucalyptus,Myrtaceae,Tree,"bell-fruited mallee ash, New England mallee ash"
676,Eucalyptus comitae-vallis,Comet Vale mallee,Eucalyptus,Myrtaceae,Tree,Comet Vale mallee
677,Eucalyptus concinna,Victoria Desert Mallee,Eucalyptus,Myrtaceae,Tree,Victoria Desert Mallee
678,Eucalyptus conferruminata,"Bald Island marlock, bushy yate
Eucalyptus conferruminata subsp. conferruminata
Eucalyptus conferruminata subsp. recherche  D.Nicolle & M.E.French",Eucalyptus,Myrtaceae,Tree,"Bald Island marlock, bushy yate
Eucalyptus conferruminata subsp. conferruminata
Eucalyptus conferruminata subsp. recherche  D.Nicolle & M.E.French"
679,Eucalyptus conferta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
680,Eucalyptus confluens,Kimberley gum,Eucalyptus,Myrtaceae,Tree,Kimberley gum
681,Eucalyptus conglobata,"cong mallee, Port Lincoln mallee
Eucalyptus conglobata subsp. conglobata
Eucalyptus conglobata subsp. perata  Brooker & Slee",Eucalyptus,Myrtaceae,Tree,"cong mallee, Port Lincoln mallee
Eucalyptus conglobata subsp. conglobata
Eucalyptus conglobata subsp. perata  Brooker & Slee"
682,Eucalyptus conglomerata,swamp stringybark,Eucalyptus,Myrtaceae,Tree,swamp stringybark
683,Eucalyptus conica,fuzzy box,Eucalyptus,Myrtaceae,Tree,fuzzy box
684,Eucalyptus × conjuncta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
685,Eucalyptus consideniana,yertchuk,Eucalyptus,Myrtaceae,Tree,yertchuk
686,Eucalyptus conspicua,Gippsland swamp-box,Eucalyptus,Myrtaceae,Tree,Gippsland swamp-box
687,Eucalyptus conveniens,N/A,Eucalyptus,Myrtaceae,Tree,N/A
688,Eucalyptus coolabah,N/A,Eucalyptus,Myrtaceae,Tree,N/A
689,Eucalyptus cooperiana,many-flowered mallee,Eucalyptus,Myrtaceae,Tree,many-flowered mallee
690,Eucalyptus copulans,N/A,Eucalyptus,Myrtaceae,Tree,N/A
691,Eucalyptus cordata,"heart-leaved silver gum
Eucalyptus cordata subsp. cordata
Eucalyptus cordata subsp. quadrangulosa  D.Nicolle, B.M.Potts & McKinnon",Eucalyptus,Myrtaceae,Tree,"heart-leaved silver gum
Eucalyptus cordata subsp. cordata
Eucalyptus cordata subsp. quadrangulosa  D.Nicolle, B.M.Potts & McKinnon"
692,Eucalyptus cornuta,yate,Eucalyptus,Myrtaceae,Tree,yate
693,Eucalyptus coronata,crowned mallee,Eucalyptus,Myrtaceae,Tree,crowned mallee
694,Eucalyptus corrugata,"rough fruited mallee, rib-fruited mallee",Eucalyptus,Myrtaceae,Tree,"rough fruited mallee, rib-fruited mallee"
695,Eucalyptus corticosa,"Creswick apple-box, Olinda box",Eucalyptus,Myrtaceae,Tree,"Creswick apple-box, Olinda box"
696,Eucalyptus corynodes,N/A,Eucalyptus,Myrtaceae,Tree,N/A
697,Eucalyptus cosmophylla,"cup gum, bog gum or scrub gum",Eucalyptus,Myrtaceae,Tree,"cup gum, bog gum or scrub gum"
698,Eucalyptus costuligera,N/A,Eucalyptus,Myrtaceae,Tree,N/A
699,Eucalyptus crebra,"narrow-leaved ironbark, narrow-leaved red ironbark, muggago",Eucalyptus,Myrtaceae,Tree,"narrow-leaved ironbark, narrow-leaved red ironbark, muggago"
700,Eucalyptus crenulata,"Buxton gum, Victorian silver gum",Eucalyptus,Myrtaceae,Tree,"Buxton gum, Victorian silver gum"
701,Eucalyptus creta,large-fruited gimlet,Eucalyptus,Myrtaceae,Tree,large-fruited gimlet
702,Eucalyptus cretata,Darke Peak mallee,Eucalyptus,Myrtaceae,Tree,Darke Peak mallee
703,Eucalyptus crispata,Yandanooka mallee,Eucalyptus,Myrtaceae,Tree,Yandanooka mallee
704,Eucalyptus croajingolensis,East Gippsland peppermint,Eucalyptus,Myrtaceae,Tree,East Gippsland peppermint
705,Eucalyptus crucis,"silver mallee
Eucalyptus crucis subsp. lanceolata  Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,Paynes Find mallee
706,Eucalyptus cullenii,Cullen's ironbark,Eucalyptus,Myrtaceae,Tree,Cullen's ironbark
707,Eucalyptus cunninghamii,cliff mallee ash,Eucalyptus,Myrtaceae,Tree,cliff mallee ash
708,Eucalyptus cuprea,mallee box,Eucalyptus,Myrtaceae,Tree,mallee box
709,Eucalyptus cupularis,"Halls Creek white gum, wawulinggi",Eucalyptus,Myrtaceae,Tree,"Halls Creek white gum, wawulinggi"
710,Eucalyptus curtisii,Plunkett mallee,Eucalyptus,Myrtaceae,Tree,Plunkett mallee
711,Eucalyptus cuspidata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
712,Eucalyptus cyanophylla,"Murraylands mallee, blue-leaved mallee, ghost mallee",Eucalyptus,Myrtaceae,Tree,"Murraylands mallee, blue-leaved mallee, ghost mallee"
713,Eucalyptus cyclostoma,N/A,Eucalyptus,Myrtaceae,Tree,N/A
714,Eucalyptus cylindriflora,white mallee,Eucalyptus,Myrtaceae,Tree,white mallee
715,Eucalyptus cylindrocarpa,woodline mallee,Eucalyptus,Myrtaceae,Tree,woodline mallee
716,Eucalyptus cypellocarpa,"mountain grey gum, monkey gum, spotted mountain grey gum",Eucalyptus,Myrtaceae,Tree,"mountain grey gum, monkey gum, spotted mountain grey gum"
717,Eucalyptus dalrympleana,"mountain gum, mountain white gum, broad-leaved ribbon gum
Eucalyptus dalrympleana subsp. dalrympleana
Eucalyptus dalrympleana subsp. heptantha L.A.S.Johnson",Eucalyptus,Myrtaceae,Tree,"mountain gum, mountain white gum, broad-leaved ribbon gum
Eucalyptus dalrympleana subsp. dalrympleana
Eucalyptus dalrympleana subsp. heptantha L.A.S.Johnson"
718,Eucalyptus dawsonii,"slaty gum, slaty box,",Eucalyptus,Myrtaceae,Tree,"slaty gum, slaty box,"
719,Eucalyptus dealbata,"tumbledown red gum, hill redgum",Eucalyptus,Myrtaceae,Tree,"tumbledown red gum, hill redgum"
720,Eucalyptus deanei,"mountain blue gum, round-leaved gum",Eucalyptus,Myrtaceae,Tree,"mountain blue gum, round-leaved gum"
721,Eucalyptus decipiens,"redheart, redheart moit",Eucalyptus,Myrtaceae,Tree,"redheart, redheart moit"
722,Eucalyptus decolor,N/A,Eucalyptus,Myrtaceae,Tree,N/A
723,Eucalyptus decorticans,gum-top ironbark,Eucalyptus,Myrtaceae,Tree,gum-top ironbark
724,Eucalyptus decurva,slender mallee,Eucalyptus,Myrtaceae,Tree,slender mallee
725,Eucalyptus deflexa,Lake King mallee,Eucalyptus,Myrtaceae,Tree,Lake King mallee
726,Eucalyptus deglupta,"rainbow eucalyptus, Mindanao gum, rainbow gum",Eucalyptus,Myrtaceae,Tree,"rainbow eucalyptus, Mindanao gum, rainbow gum"
727,Eucalyptus delegatensis,"alpine ash, gum-topped stringybark, white-top
Eucalyptus delegatensis subsp. delegatensis
Eucalyptus delegatensis subsp. tasmaniensis Boland",Eucalyptus,Myrtaceae,Tree,"alpine ash, gum-topped stringybark, white-top
Eucalyptus delegatensis subsp. delegatensis
Eucalyptus delegatensis subsp. tasmaniensis Boland"
728,Eucalyptus delicata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
729,Eucalyptus dendromorpha,"Budawang ash, giant mallee ash",Eucalyptus,Myrtaceae,Tree,"Budawang ash, giant mallee ash"
730,Eucalyptus densa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
731,Eucalyptus denticulata,"Errinundra shining gum, shining gum",Eucalyptus,Myrtaceae,Tree,"Errinundra shining gum, shining gum"
732,Eucalyptus depauperata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
733,Eucalyptus desmondensis,Desmond mallee,Eucalyptus,Myrtaceae,Tree,Desmond mallee
734,Eucalyptus deuaensis,Mongamulla mallee,Eucalyptus,Myrtaceae,Tree,Mongamulla mallee
735,Eucalyptus dielsii,"cap-fruited mallee, cap-fruited mallet",Eucalyptus,Myrtaceae,Tree,"cap-fruited mallee, cap-fruited mallet"
736,Eucalyptus diminuta,spring mallee,Eucalyptus,Myrtaceae,Tree,spring mallee
737,Eucalyptus diptera,two-winged gimlet,Eucalyptus,Myrtaceae,Tree,two-winged gimlet
738,Eucalyptus discreta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
739,Eucalyptus dissimulata,red-capped mallee,Eucalyptus,Myrtaceae,Tree,red-capped mallee
740,Eucalyptus distans,Katherine box,Eucalyptus,Myrtaceae,Tree,Katherine box
741,Eucalyptus distuberosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
742,Eucalyptus diversicolor,karri,Eucalyptus,Myrtaceae,Tree,karri
743,Eucalyptus diversifolia,"soap mallee, coastal white mallee, coast gum
Eucalyptus diversifolia subsp. hesperia I.J.Wright & Ladiges",Eucalyptus,Myrtaceae,Tree,"soap mallee, coastal white mallee, coast gum
Eucalyptus diversifolia subsp. hesperia I.J.Wright & Ladiges"
744,Eucalyptus dives,"broad-leaved peppermint, blue peppermint",Eucalyptus,Myrtaceae,Tree,"broad-leaved peppermint, blue peppermint"
745,Eucalyptus dolichocera,N/A,Eucalyptus,Myrtaceae,Tree,N/A
746,Eucalyptus dolichorhyncha,fuchsia gum,Eucalyptus,Myrtaceae,Tree,fuchsia gum
747,Eucalyptus dolorosa,"Mount Misery mallee, Dandaragan mallee",Eucalyptus,Myrtaceae,Tree,"Mount Misery mallee, Dandaragan mallee"
748,Eucalyptus doratoxylon,"spearwood mallee, spearwood, geitch-gmunt",Eucalyptus,Myrtaceae,Tree,"spearwood mallee, spearwood, geitch-gmunt"
749,Eucalyptus dorrigoensis,Dorrigo white gum,Eucalyptus,Myrtaceae,Tree,Dorrigo white gum
750,Eucalyptus drummondii,"Drummond's gum, Drummond's mallee",Eucalyptus,Myrtaceae,Tree,"Drummond's gum, Drummond's mallee"
751,Eucalyptus dumosa,"white mallee, dumosa mallee, Congoo mallee",Eucalyptus,Myrtaceae,Tree,"white mallee, dumosa mallee, Congoo mallee"
752,Eucalyptus dundasii,Dundas blackbutt,Eucalyptus,Myrtaceae,Tree,Dundas blackbutt
753,Eucalyptus dunnii,N/A,Eucalyptus,Myrtaceae,Tree,N/A
754,Eucalyptus dura,N/A,Eucalyptus,Myrtaceae,Tree,N/A
755,Eucalyptus dwyeri,"Dwyer's red gum, Dwyer's mallee gum",Eucalyptus,Myrtaceae,Tree,"Dwyer's red gum, Dwyer's mallee gum"
756,Eucalyptus ebbanoensis,"sandplain mallee
Eucalyptus ebbanoensis subsp. ebbanoensis
Eucalyptus ebbanoensis subsp. glauciramula L.A.S.Johnson & K.D.Hill
Eucalyptus ebbanoensis subsp. photina Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,"sandplain mallee
Eucalyptus ebbanoensis subsp. ebbanoensis
Eucalyptus ebbanoensis subsp. glauciramula L.A.S.Johnson & K.D.Hill
Eucalyptus ebbanoensis subsp. photina Brooker & Hopper"
757,Eucalyptus ecostata,coastal silver mallee,Eucalyptus,Myrtaceae,Tree,coastal silver mallee
758,Eucalyptus educta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
759,Eucalyptus effusa,"rough-barked gimlet
Eucalyptus effusa subsp. effusa
Eucalyptus effusa subsp. exsul L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"rough-barked gimlet
Eucalyptus effusa subsp. effusa
Eucalyptus effusa subsp. exsul L.A.S.Johnson & K.D.Hill"
760,Eucalyptus elaeophloia,"Nunniong gum, olive mallee",Eucalyptus,Myrtaceae,Tree,"Nunniong gum, olive mallee"
761,Eucalyptus elata,"river peppermint, river white gum",Eucalyptus,Myrtaceae,Tree,"river peppermint, river white gum"
762,Eucalyptus elegans,N/A,Eucalyptus,Myrtaceae,Tree,N/A
763,Eucalyptus elliptica,Bendemeer white gum,Eucalyptus,Myrtaceae,Tree,Bendemeer white gum
764,Eucalyptus erectifolia,Stirling Range mallee,Eucalyptus,Myrtaceae,Tree,Stirling Range mallee
765,Eucalyptus eremicola,"Vokes Hill mallee
Eucalyptus eremicola subsp. eremicola
Eucalyptus eremicola subsp. peeneri (Blakely) D.Nicolle",Eucalyptus,Myrtaceae,Tree,"Vokes Hill mallee
Eucalyptus eremicola subsp. eremicola
Eucalyptus eremicola subsp. peeneri (Blakely) D.Nicolle"
766,Eucalyptus eremophila,"sand mallet, tall sand mallee
Eucalyptus eremophila (Diels) Maiden subsp. eremophila (Blakely) D.Nicolle
Eucalyptus eremophila subsp. pterocarpa (Blakely & H.Steedman) L.A.S.Johnson & Blaxell",Eucalyptus,Myrtaceae,Tree,"sand mallet, tall sand mallee
Eucalyptus eremophila (Diels) Maiden subsp. eremophila (Blakely) D.Nicolle
Eucalyptus eremophila subsp. pterocarpa (Blakely & H.Steedman) L.A.S.Johnson & Blaxell"
767,Eucalyptus erosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
768,Eucalyptus erythrocorys,"illyarrie, red-capped gum, helmet nut gum",Eucalyptus,Myrtaceae,Tree,"illyarrie, red-capped gum, helmet nut gum"
769,Eucalyptus erythronema,"red-flowered mallee
Eucalyptus erythronema Turcz. subsp. erythronema
Eucalyptus erythronema subsp. inornata D.Nicolle & M.E.French",Eucalyptus,Myrtaceae,Tree,"red-flowered mallee
Eucalyptus erythronema Turcz. subsp. erythronema
Eucalyptus erythronema subsp. inornata D.Nicolle & M.E.French"
770,Eucalyptus eudesmioides,"mallalie, desert gum, mallabie",Eucalyptus,Myrtaceae,Tree,"mallalie, desert gum, mallabie"
771,Eucalyptus eugenioides,"thin-leaved stringybark, white stringybark",Eucalyptus,Myrtaceae,Tree,"thin-leaved stringybark, white stringybark"
772,Eucalyptus ewartiana,Ewart's mallee,Eucalyptus,Myrtaceae,Tree,Ewart's mallee
773,Eucalyptus exigua,N/A,Eucalyptus,Myrtaceae,Tree,N/A
774,Eucalyptus exilipes,fine-leaved ironbark,Eucalyptus,Myrtaceae,Tree,fine-leaved ironbark
775,Eucalyptus exilis,Boyagin mallee,Eucalyptus,Myrtaceae,Tree,Boyagin mallee
776,Eucalyptus expressa,Wollemi stringybark,Eucalyptus,Myrtaceae,Tree,Wollemi stringybark
777,Eucalyptus exserta,"Queensland peppermint, bendo, yellow messmate",Eucalyptus,Myrtaceae,Tree,"Queensland peppermint, bendo, yellow messmate"
778,Eucalyptus extensa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
779,Eucalyptus extrica,eastern tallerack,Eucalyptus,Myrtaceae,Tree,eastern tallerack
780,Eucalyptus falcata,"silver mallet, toolyumuck",Eucalyptus,Myrtaceae,Tree,"silver mallet, toolyumuck"
781,Eucalyptus falciformis,"Grampians peppermint, western peppermint",Eucalyptus,Myrtaceae,Tree,"Grampians peppermint, western peppermint"
782,Eucalyptus famelica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
783,Eucalyptus farinosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
784,Eucalyptus fasciculosa,"pink gum, hill gum, scrub gum",Eucalyptus,Myrtaceae,Tree,"pink gum, hill gum, scrub gum"
785,Eucalyptus fastigata,"brown barrel, cut-tail",Eucalyptus,Myrtaceae,Tree,"brown barrel, cut-tail"
786,Eucalyptus fibrosa,"red ironbark, broad-leaved red ironbark, broad-leaved red ironbark
Eucalyptus fibrosa subsp. fibrosa
Eucalyptus fibrosa subsp. nubila (Maiden & Blakely) L.A.S.Johnson",Eucalyptus,Myrtaceae,Tree,blue-leaved ironbark
787,Eucalyptus filiformis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
788,Eucalyptus fitzgeraldii,"broad-leaved box, paper-barked box",Eucalyptus,Myrtaceae,Tree,"broad-leaved box, paper-barked box"
789,Eucalyptus flavida,yellow-flowered mallee,Eucalyptus,Myrtaceae,Tree,yellow-flowered mallee
790,Eucalyptus flindersii,"South Australian grey mallee, mallee red gum, grey mallee",Eucalyptus,Myrtaceae,Tree,"South Australian grey mallee, mallee red gum, grey mallee"
791,Eucalyptus flocktoniae,"merrit
Eucalyptus flocktoniae subsp. flocktoniae
Eucalyptus flocktoniae subsp. hebes D.Nicolle",Eucalyptus,Myrtaceae,Tree,"merrit
Eucalyptus flocktoniae subsp. flocktoniae
Eucalyptus flocktoniae subsp. hebes D.Nicolle"
792,Eucalyptus foecunda,"narrow-leaved red mallee, Fremantle mallee, coastal dune mallee",Eucalyptus,Myrtaceae,Tree,"narrow-leaved red mallee, Fremantle mallee, coastal dune mallee"
793,Eucalyptus foliosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
794,Eucalyptus formanii,"Die Hardy mallee, Forman's mallee, feather gum",Eucalyptus,Myrtaceae,Tree,"Die Hardy mallee, Forman's mallee, feather gum"
795,Eucalyptus forresterae,brumby sallee,Eucalyptus,Myrtaceae,Tree,brumby sallee
796,Eucalyptus forrestiana,"fuchsia gum, fuchsia mallee",Eucalyptus,Myrtaceae,Tree,"fuchsia gum, fuchsia mallee"
797,Eucalyptus fracta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
798,Eucalyptus fraseri,"Balladonia gum
Eucalyptus fraseri subsp. fraseri
Eucalyptus fraseri subsp. melanobasis L.A.S.Johnson & K.D.Hill",Eucalyptus,Myrtaceae,Tree,"Balladonia gum
Eucalyptus fraseri subsp. fraseri
Eucalyptus fraseri subsp. melanobasis L.A.S.Johnson & K.D.Hill"
799,Eucalyptus fraxinoides,"white ash, white mountain ash",Eucalyptus,Myrtaceae,Tree,"white ash, white mountain ash"
800,Eucalyptus frenchiana,N/A,Eucalyptus,Myrtaceae,Tree,N/A
801,Eucalyptus froggattii,Kamarooka mallee,Eucalyptus,Myrtaceae,Tree,Kamarooka mallee
802,Eucalyptus fruticosa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
803,Eucalyptus fulgens,green scentbark,Eucalyptus,Myrtaceae,Tree,green scentbark
804,Eucalyptus fusiformis,"grey ironbark, Nambucca ironbark",Eucalyptus,Myrtaceae,Tree,"grey ironbark, Nambucca ironbark"
805,Eucalyptus gamophylla,"warilu, blue-leaved mallee, twin-leaved mallee, blue mallee",Eucalyptus,Myrtaceae,Tree,"warilu, blue-leaved mallee, twin-leaved mallee, blue mallee"
806,Eucalyptus gardneri,"blue mallet, woacal
Eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. ravensthorpensis  Brooker & Hopper",Eucalyptus,Myrtaceae,Tree,"blue mallet, woacal
Eucalyptus gardneri subsp. gardneri
Eucalyptus gardneri subsp. ravensthorpensis  Brooker & Hopper"
807,Eucalyptus georgei,"Hyden blue gum
Eucalyptus georgei subsp. fulgida Brooker & Hopper
Eucalyptus georgei subsp. georgei",Eucalyptus,Myrtaceae,Tree,"Hyden blue gum
Eucalyptus georgei subsp. fulgida Brooker & Hopper
Eucalyptus georgei subsp. georgei"
808,Eucalyptus gigantangion,Kakadu woollybutt,Eucalyptus,Myrtaceae,Tree,Kakadu woollybutt
809,Eucalyptus gillenii,"mallee red gum, Mt Gillen mallee, Mt Lindsay mallee",Eucalyptus,Myrtaceae,Tree,"mallee red gum, Mt Gillen mallee, Mt Lindsay mallee"
810,Eucalyptus gillii,"curly mallee, Arkaroola mallee, silver mallee",Eucalyptus,Myrtaceae,Tree,"curly mallee, Arkaroola mallee, silver mallee"
811,Eucalyptus gittinsii,"northern sandplain mallee
Eucalyptus gittinsii subsp. gittinsii
Eucalyptus gittinsii subsp. illucida  D.Nicolle",Eucalyptus,Myrtaceae,Tree,"northern sandplain mallee
Eucalyptus gittinsii subsp. gittinsii
Eucalyptus gittinsii subsp. illucida  D.Nicolle"
812,Eucalyptus glaucescens,"Tingiringi gum, Tingaringy gum",Eucalyptus,Myrtaceae,Tree,"Tingiringi gum, Tingaringy gum"
813,Eucalyptus glaucina,slaty red gum,Eucalyptus,Myrtaceae,Tree,slaty red gum
814,Eucalyptus globoidea,white stringybark,Eucalyptus,Myrtaceae,Tree,white stringybark
815,Eucalyptus globulus,"southern blue gum, eurabbie, blue gum, Victorian blue gum
Eucalyptus globulus Labill. subsp. globulus",Eucalyptus,Myrtaceae,Tree,Victorian eurabbie
816,Eucalyptus glomericassis,scarp white gum,Eucalyptus,Myrtaceae,Tree,scarp white gum
817,Eucalyptus glomerosa,jinjulu,Eucalyptus,Myrtaceae,Tree,jinjulu
818,Eucalyptus gomphocephala,tuart,Eucalyptus,Myrtaceae,Tree,tuart
819,Eucalyptus gongylocarpa,"baarla, marble gum, desert gum",Eucalyptus,Myrtaceae,Tree,"baarla, marble gum, desert gum"
820,Eucalyptus goniantha,"Jerdacuttup mallee
Eucalyptus goniantha subsp. goniantha
Eucalyptus goniantha subsp. kynoura  D.Nicolle & M.E.French",Eucalyptus,Myrtaceae,Tree,"Jerdacuttup mallee
Eucalyptus goniantha subsp. goniantha
Eucalyptus goniantha subsp. kynoura  D.Nicolle & M.E.French"
821,Eucalyptus goniocalyx,"long-leaved box, olive-barked box, bundy
Eucalyptus goniocalyx subsp. exposa D.Nicolle
Eucalyptus goniocalyx subsp. fallax Rule
Eucalyptus goniocalyx subsp. goniocalyx
Eucalyptus goniocalyx subsp. laxa Rule
Eucalyptus goniocalyx subsp. viridissima Rule",Eucalyptus,Myrtaceae,Tree,"long-leaved box, olive-barked box, bundy
Eucalyptus goniocalyx subsp. exposa D.Nicolle
Eucalyptus goniocalyx subsp. fallax Rule
Eucalyptus goniocalyx subsp. goniocalyx
Eucalyptus goniocalyx subsp. laxa Rule
Eucalyptus goniocalyx subsp. viridissima Rule"
822,Eucalyptus goniocarpa,N/A,Eucalyptus,Myrtaceae,Tree,N/A
823,Eucalyptus gracilis,"yorrell, white mallee",Eucalyptus,Myrtaceae,Tree,"yorrell, white mallee"
824,Eucalyptus grandis,"flooded gum, rose gum",Eucalyptus,Myrtaceae,Tree,"flooded gum, rose gum"
825,Eucalyptus granitica,granite ironbark,Eucalyptus,Myrtaceae,Tree,granite ironbark
826,Eucalyptus gregoryensis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
827,Eucalyptus gregsoniana,"Wolgan snow gum, mallee snow gum",Eucalyptus,Myrtaceae,Tree,"Wolgan snow gum, mallee snow gum"
828,Eucalyptus griffithsii,Griffith's grey gum,Eucalyptus,Myrtaceae,Tree,Griffith's grey gum
829,Eucalyptus grisea,grey gum,Eucalyptus,Myrtaceae,Tree,grey gum
830,Eucalyptus grossa,coarse-leaved mallee,Eucalyptus,Myrtaceae,Tree,coarse-leaved mallee
831,Eucalyptus guilfoylei,yellow tingle,Eucalyptus,Myrtaceae,Tree,yellow tingle
832,Eucalyptus gunnii,"cider gum
Eucalyptus gunnii subsp. divaricata (McAulay & Brett) B.M.Potts
Eucalyptus gunnii subsp. gunnii",Eucalyptus,Myrtaceae,Tree,"cider gum
Eucalyptus gunnii subsp. divaricata (McAulay & Brett) B.M.Potts
Eucalyptus gunnii subsp. gunnii"
833,Eucalyptus gypsophila,kopi mallee,Eucalyptus,Myrtaceae,Tree,kopi mallee
834,Eucalyptus haemastoma,scribbly gum,Eucalyptus,Myrtaceae,Tree,scribbly gum
835,Eucalyptus hallii,Goodwood gum,Eucalyptus,Myrtaceae,Tree,Goodwood gum
836,Eucalyptus halophila,salt lake mallee,Eucalyptus,Myrtaceae,Tree,salt lake mallee
837,Eucalyptus hawkeri,N/A,Eucalyptus,Myrtaceae,Tree,N/A
838,Eucalyptus hebetifolia,N/A,Eucalyptus,Myrtaceae,Tree,N/A
839,Eucalyptus helidonica,N/A,Eucalyptus,Myrtaceae,Tree,N/A
840,Eucalyptus herbertiana,"Kalumburu gum, yellow-barked mallee",Eucalyptus,Myrtaceae,Tree,"Kalumburu gum, yellow-barked mallee"
841,Eucalyptus histophylla,N/A,Eucalyptus,Myrtaceae,Tree,N/A
842,Eucalyptus horistes,N/A,Eucalyptus,Myrtaceae,Tree,N/A
843,Eucalyptus houseana,"Kimberley white gum, tropical white gum",Eucalyptus,Myrtaceae,Tree,"Kimberley white gum, tropical white gum"
844,Eucalyptus howittiana,Howitt's box,Eucalyptus,Myrtaceae,Tree,Howitt's box
845,Eucalyptus hypolaena,N/A,Eucalyptus,Myrtaceae,Tree,N/A
846,Eucalyptus hypostomatica,Pokolbin box,Eucalyptus,Myrtaceae,Tree,Pokolbin box
847,Eucalyptus ignorabilis,N/A,Eucalyptus,Myrtaceae,Tree,N/A
848,Eucalyptus imitans,Illawarra stringybark,Eucalyptus,Myrtaceae,Tree,Illawarra stringybark
849,Eucalyptus imlayensis,Mount Imlay mallee,Eucalyptus,Myrtaceae,Tree,Mount Imlay mallee
850,Eucalyptus impensa,Eneabba mallee,Eucalyptus,Myrtaceae,Tree,Eneabba mallee
851,Eucalyptus incerata,Mount Dau mallee,Eucalyptus,Myrtaceae,Tree,Mount Dau mallee
852,Eucalyptus incrassata,"lerp mallee, yellow mallee, ridge fruited mallee, rib fruited mallee",Eucalyptus,Myrtaceae,Tree,"lerp mallee, yellow mallee, ridge fruited mallee, rib fruited mallee"
853,Eucalyptus indurata,ironbark or ironbark mallee,Eucalyptus,Myrtaceae,Tree,ironbark or ironbark mallee
854,Eucalyptus infera,Durikai mallee,Eucalyptus,Myrtaceae,Tree,Durikai mallee
855,Eucalyptus infracorticata,N/A,Eucalyptus,Myrtaceae,Tree,N/A
856,Eucalyptus insularis,"Twin Peak Island mallee, North Twin Peak Island mallee
Eucalyptus insularis subsp. continentalis D.Nicolle & Brooker
Eucalyptus insularis subsp. insularis",Eucalyptus,Myrtaceae,Tree,"Twin Peak Island mallee, North Twin Peak Island mallee
Eucalyptus insularis subsp. continentalis D.Nicolle & Brooker
Eucalyptus insularis subsp. insularis"
857,Eucalyptus interstans,N/A,Eucalyptus,Myrtaceae,Tree,N/A
858,Eucalyptus intertexta,N/A,Eucalyptus,Myrtaceae,Tree,N/A
859,Eucalyptus jacksonii,red tingle,Eucalyptus,Myrtaceae,Tree,red tingle
860,Eucalyptus jensenii,Wandi ironbark,Eucalyptus,Myrtaceae,Tree,Wandi ironbark
861,Eucalyptus jimberlanica,Norseman gimlet,Eucalyptus,Myrtaceae,Tree,Norseman gimlet
862,Eucalyptus johnsoniana,Johnson's mallee,Eucalyptus,Myrtaceae,Tree,Johnson's mallee
863,Eucalyptus johnstonii,Tasmanian yellow gum,Eucalyptus,Myrtaceae,Tree,Tasmanian yellow gum
864,Eucalyptus jucunda,Yuna mallee,Eucalyptus,Myrtaceae,Tree,Yuna mallee
